,SERVICE,PART_NAME
20512,Drivetrain-Brakes-Rebuild,"['Bearings', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Retaining Rings', 'Seals', 'Springs', 'Tube Components']"
20519,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
20520,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Custom Supports', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20521,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Seals', 'Shims', 'Washers and Spacers']"
20523,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Brake Valves', 'Caps and Plugs', 'Controls-Switching', 'Gaskets', 'Hose adapters', 'Kit - Maintenance', 'O-Rings', 'Retaining Rings', 'Seals', 'Tube Components', 'Valve Cartridges', 'Valve Groups and Assemblies', 'Washers and Spacers']"
20525,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fluid Filter', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'Manually Operated Valves', 'Washers and Spacers']"
20530,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Hose adapters', 'Mounts', 'Valve Cartridges', 'Washers and Spacers']"
20531,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs']"
20534,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'No Data', 'O-Rings', 'Retaining Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
20538,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Hose Assemblies', 'Thermostat', 'Turbos and Turbo Groups']"
20541,Drivetrain-Brakes-Rebuild,"['Controls-Switching', 'Fasteners Nuts', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Drivetrain and Steering', 'Kit - Maintenance', 'No Data', 'O-Rings', 'P&M Actuator and Control Parts', 'Seals', 'Solid Rods', 'Springs', 'Valve Groups and Assemblies']"
20542,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Shims']"
20547,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'O-Rings', 'Seals', 'Turbos and Turbo Groups', 'Washers and Spacers']"
20550,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Custom Supports', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Kit - Electronics', 'Mounts', 'O-Rings', 'Seals', 'Washers and Spacers']"
20551,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Valve Components']"
20554,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bolts and Screws', 'Brake Groups', 'Brake Valves', 'Breathers', 'Buttons and Knobs', 'Caps and Plugs', 'Controls-Switching', 'Dowel Pins', 'Fasteners Nuts', 'Fasteners Studs', 'Fluid Filter', 'Gaskets', 'Grab Handles', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Joystick Components', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Rotating Seals', 'Seals', 'Springs', 'Valve Components', 'Valve Groups and Assemblies', 'Valve In-line', 'Washers and Spacers']"
20556,Drivetrain-Brakes-Rebuild,"['Kit - Drivetrain and Steering', 'Solid Rods', 'Springs']"
20559,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'O-Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
20560,Engine-Turbo Group-Rebuild,"['Fasteners Nuts', 'Gaskets', 'O-Rings', 'Seals', 'Sensors', 'Turbos and Turbo Groups', 'Washers and Spacers']"
20562,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Breathers', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Drivetrain and Steering', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Separator Plates', 'Springs', 'Valve Components', 'Valve Groups and Assemblies']"
20575,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Dowel Pins', 'Gaskets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
20577,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Dealer Shop Supplies and Specialty', 'Dowel Pins', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20578,Drivetrain-Brakes-Rebuild,"['Friction Discs', 'Gaskets', 'Needs Class', 'O-Rings', 'Seals', 'Separator Plates', 'Shims', 'Washers and Spacers']"
20580,Drivetrain-Brakes-Rebuild,"['Bars', 'Being reviewed', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Valve Components']"
20581,Drivetrain-Brakes-Rebuild,"['Bearings', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Shims', 'Springs']"
20582,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20583,Drivetrain-Axle-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Seals', 'Washers and Spacers']"
20591,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Planet Gears', 'Plates and Strips', 'Retaining Rings', 'Seals', 'Sun Gears', 'Thrust Washers', 'Washers and Spacers']"
20592,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing', 'Bearings', 'Bolts and Screws', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals']"
20594,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Shims', 'Springs']"
20597,Drivetrain-Axle-Rebuild,"['Bars', 'Bolts and Screws', 'Gaskets', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Shafts']"
20599,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bars', 'Bars Plates and Strips', 'Bolts and Screws', 'Brackets Supports and Mounts', 'Brake Valves', 'Breathers', 'Buttons and Knobs', 'Caps and Plugs', 'Control Valves', 'Controls-Primary', 'Controls-Switching', 'Dowel Pins', 'Fasteners Nuts', 'Fuel Filter Components', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Kit - Maintenance', 'Manifolds', 'Manually Operated Valves', 'Needs Class', 'No Data', 'O-Rings', 'Plates and Strips', 'Screen Filters', 'Seals', 'Seat Assembly', 'Shims', 'Springs', 'Tanks', 'Valve Cartridges', 'Valve Components', 'Valve Groups and Assemblies', 'Valve In-line', 'Yoke-Clevis']"
20602,Engine-Turbo Group-Rebuild,"['Cartridges', 'Clamps and Clips', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Seals']"
20605,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Controls-Primary', 'Duo Cone Group', 'Gaskets', 'Hose adapters', 'Joystick Components', 'O-Rings', 'Seals', 'Shims', 'Springs', 'Trays']"
20607,Engine-Injector Group-Rebuild,"['Dealer Shop Supplies and Specialty', 'Gaskets', 'O-Rings', 'Seals', 'Valve Cartridges']"
20609,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20610,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Controls-Switching', 'Gaskets', 'Hose adapters', 'Kit - Drivetrain and Steering', 'Linkage Pins', 'O-Rings', 'Plates and Strips', 'Seals']"
20615,Engine-Injector Group-Rebuild,"['Bridge', 'Gaskets', 'Injectors', 'O-Rings', 'Seals']"
20621,Drivetrain-Brakes-Rebuild,"['DT Valve Groups', 'Hose Assemblies', 'Kit - Maintenance', 'Valve In-line']"
20622,Drivetrain-Brakes-Rebuild,"['Breathers', 'Gaskets', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Valve Components', 'Valve Groups and Assemblies', 'Washers and Spacers']"
20624,Drivetrain-Axle-Rebuild,"['Bars', 'Bearing Housings', 'Bearings', 'Plates and Strips', 'Rotating Seals', 'Shafts']"
20631,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Brackets Supports and Mounts', 'Buttons and Knobs', 'Dowel Pins', 'Dust Ejector Check Valves', 'Fasteners Nuts', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Maintenance', 'Manifolds', 'No Data', 'Structural Fabrications', 'Tanks', 'Valve Groups and Assemblies', 'Valve In-line']"
20633,Drivetrain-Brakes-Rebuild,"['Breathers', 'Controls-Primary', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Kit - Maintenance', 'Manually Operated Valves', 'No Data', 'O-Rings', 'Seals', 'Tube and Bellows Assemblies', 'Valve Groups and Assemblies']"
20637,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bolts and Screws', 'Brake Valves', 'Breathers', 'Buttons and Knobs', 'Caps and Plugs', 'Controls-Primary', 'Controls-Switching', 'Dowel Pins', 'Duo Cone Group', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Kit - Maintenance', 'No Data', 'O-Rings', 'Other Metallic Covers', 'Other Non-Metallic Covers and Supports', 'Seals', 'Valve Cartridges', 'Valve Components']"
20640,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fluid Filter', 'Hose Assemblies', 'Kit - Maintenance', 'Washers and Spacers']"
20641,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Gaskets', 'O-Rings', 'Seals', 'Springs']"
20644,Drivetrain-Axle-Rebuild,"['Bearing Housings', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Driveshafts and Joint Groups', 'Fasteners Nuts', 'Gaskets', 'No Data', 'O-Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
20645,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Connector Components', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
20650,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20652,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Grommets', 'Mounts', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20655,Drivetrain-Axle-Rebuild,"['Gears', 'Planet Gears', 'Sun Gears']"
20658,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
20661,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Fuel Filter Components', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20668,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Gaskets', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Springs', 'Valve Components']"
20670,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Gaskets', 'Hose adapters', 'O-Rings', 'Seals', 'Turbos and Turbo Groups', 'Washers and Spacers']"
20671,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20672,Drivetrain-Brakes-Rebuild,"['Brake Piston', 'Controls-Switching', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Seals', 'Solid Rods', 'Valve Components']"
20674,Drivetrain-Axle-Rebuild,"['Gaskets', 'Shims']"
20676,Drivetrain-Axle-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Dowel Pins', 'Driveshafts and Joint Groups', 'Gaskets', 'O-Rings', 'Rotating Seals', 'Seals', 'Shafts', 'Trunnion Supports', 'Trunnions', 'Washers and Spacers', 'Yoke Assemblies']"
20678,Engine-Injector Group-Rebuild,"['Bridge', 'Caps and Plugs', 'Dowel Pins', 'Hose adapters', 'Mounts', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20679,Drivetrain-Brakes-Rebuild,"['Accumulators and Accumulator Components', 'Bars', 'Bars Plates and Strips', 'Brackets Supports and Mounts', 'Brake Valves', 'Breathers', 'Buttons and Knobs', 'Caps and Plugs', 'Control Valves', 'Controls-Primary', 'Controls-Switching', 'Dowel Pins', 'Fuel Filter Components', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Information Films', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manifolds', 'Manually Operated Valves', 'Needs Class', 'No Data', 'O-Rings', 'Plates and Strips', 'Screen Filters', 'Seals', 'Seat Assembly', 'Shims', 'Springs', 'Tanks', 'Valve Cartridges', 'Valve Components', 'Valve Groups and Assemblies', 'Valve In-line']"
20684,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Solid Rods', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20687,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Fasteners Nuts', 'Gaskets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Washers and Spacers']"
20689,Engine-Injector Group-Rebuild,"['Bridge', 'Caps and Plugs', 'Dealer Shop Supplies and Specialty', 'Gaskets', 'Injectors', 'O-Rings', 'Seals', 'Valve Cartridges']"
20690,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates']"
20693,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Shims', 'Springs']"
20696,Drivetrain-Axle-Rebuild,"['Bearings', 'Gaskets', 'Washers and Spacers']"
20699,Drivetrain-Brakes-Rebuild,"['Breathers', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Kit - Drivetrain and Steering', 'O-Rings', 'Retaining Rings', 'Seals', 'Shims', 'Springs']"
20703,Drivetrain-Axle-Rebuild,"['Bearing Housings', 'Bolts and Screws', 'Driveshafts and Joint Groups', 'Yokes']"
20704,Drivetrain-Brakes-Rebuild,"['Duo Cone Group', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Separator Plates', 'Springs', 'Washers and Spacers']"
20705,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Hose Assemblies', 'O-Rings', 'Seals', 'Thermostat', 'Turbos and Turbo Groups']"
20707,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'DT Valve Groups', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manually Operated Valves', 'Needs Class', 'O-Rings', 'Pins', 'Plates and Strips', 'Retaining Pins', 'Screen Filters', 'Seals', 'Shims', 'Spherical Balls', 'Springs', 'Valve Components', 'Washers and Spacers']"
20712,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Gaskets', 'Kit - Drivetrain and Steering', 'O-Rings', 'Rotating Seals', 'Seals', 'Washers and Spacers']"
20713,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Linkage Pins', 'Plates and Strips', 'Rounds', 'Shims']"
20714,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hubs', 'O-Rings', 'Pins', 'Seals', 'Shims', 'Springs', 'Washers and Spacers']"
20715,Engine-Injector Group-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Grommets', 'Hose adapters', 'Mounts', 'O-Rings', 'Plates and Strips', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
20716,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Studs', 'Hose adapters']"
20717,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Driveshafts and Joint Groups', 'Duo Cone Group', 'Fasteners Nuts', 'Gaskets', 'Hose adapters', 'Kit - Hydraulics', 'Mounts', 'O-Rings', 'Plates and Strips', 'Retaining Rings', 'Seals', 'Shims', 'Sun Gears', 'Washers and Spacers', 'Yoke Assemblies']"
20722,Engine-Engine cooling system-Replacement,"['Cooling Module', 'Gaskets', 'Hose Assemblies', 'Lube Filters', 'No Data', 'O-Rings', 'Radiator Caps', 'Seals', 'Thermostat']"
20724,Drivetrain-Brakes-Rebuild,"['Bearings', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Seals', 'Separator Plates', 'Shims']"
20731,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Gaskets', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Linkage Pins', 'O-Rings', 'Rounds', 'Seals', 'Shims', 'Thrust Washers']"
20736,Engine-Turbo Group-Rebuild,"['Bolts and Screws', 'Clamps and Clips', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose Assemblies', 'Manually Operated Valves', 'O-Rings', 'Seals', 'Sensors', 'Thermostat', 'Turbos and Turbo Groups', 'Washers and Spacers']"
20737,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Shims', 'Springs', 'Valve Components']"
20738,Drivetrain-Brakes-Rebuild,"['Bars', 'Caps and Plugs', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Valve Components', 'Washers and Spacers']"
20742,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Bridge', 'Caps and Plugs', 'Clamps and Clips', 'Custom Supports', 'Dowel Pins', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Injectors', 'Kit - Electronics', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Washers and Spacers']"
20743,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Nuts', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Hose adapters', 'Hyd Cylinder Piston', 'O-Rings', 'Seals', 'Valve Components', 'Valve Groups and Assemblies']"
20744,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs']"
20749,Drivetrain-Axle-Rebuild,"['Bearings', 'Caps and Plugs', 'Gaskets', 'Hose adapters']"
20750,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Dowel Pins', 'Gaskets', 'O-Rings', 'Seals', 'Washers and Spacers']"
20751,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'O-Rings', 'Plates and Strips', 'Rotating Seals', 'Seals', 'Transmission Cases', 'Trunnion Supports', 'Washers and Spacers', 'Yoke Assemblies']"
20754,Drivetrain-Brakes-Rebuild,"['Bearings', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'DT Valve Groups', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hose adapters', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Maintenance', 'Needs Class', 'O-Rings', 'Retaining Pins', 'Seals', 'Spherical Balls', 'Springs', 'Washers and Spacers']"
20759,Engine-Injector Group-Rebuild,"['Caps and Plugs', 'Clamps and Clips', 'Gaskets', 'Injectors', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20763,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dowel Pins', 'Gaskets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Valve Cartridges', 'Washers and Spacers']"
20768,Drivetrain-Axle-Rebuild,"['Bars', 'Bearings', 'Bolts and Screws', 'Gaskets', 'Plates and Strips', 'Yoke Assemblies']"
20773,Drivetrain-Brakes-Rebuild,"['Bearings', 'Bolts and Screws', 'Clamps and Clips', 'DT Valve Groups', 'Duo Cone Group', 'Dust Ejector Check Valves', 'Fasteners Studs', 'Friction Discs', 'Gaskets', 'Grommets', 'Hose adapters', 'Hyd Cylinder Piston', 'Hydraulics Filter Components', 'Joystick Components', 'Kit - Hydraulics', 'No Data', 'O-Rings', 'Retaining Rings', 'Screen Filters', 'Seals', 'Separator Plates', 'Springs', 'Valve Cartridges', 'Valve Components', 'Washers and Spacers']"
20774,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose Assemblies', 'Hose adapters', 'Joystick Components', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Threaded Bosses', 'Valve Groups and Assemblies', 'Washers and Spacers']"
20776,Drivetrain-Brakes-Rebuild,"['Bars', 'Bolts and Screws', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'Connector', 'Duo Cone Group', 'Fasteners Nuts', 'Fasteners Studs', 'Foam', 'Friction Discs', 'Gaskets', 'Grommets', 'Hose Assemblies', 'Hose Guards', 'Hose adapters', 'Hydraulics Filter Components', 'Insulation', 'Kit - Electronics', 'Kit - Hydraulics', 'Kit - Maintenance', 'Liners', 'Needs Class', 'O-Rings', 'Pins', 'Plates and Strips', 'Screen Filters', 'Seals', 'Shims', 'Spherical Rings', 'Springs', 'Threaded Bosses', 'Tube and Bellows Assemblies', 'Valve Groups and Assemblies', 'Washers and Spacers']"
20780,Engine-Injector Group-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Clamps and Clips', 'Dealer Shop Supplies and Specialty', 'Fasteners Nuts', 'Gaskets', 'Grommets', 'Hose adapters', 'Mounts', 'O-Rings', 'Seals', 'Temperature Sensors', 'Valve Cartridges', 'Washers and Spacers']"
20785,Drivetrain-Brakes-Rebuild,"['Bearings', 'Gaskets', 'Hose Assemblies', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'O-Rings', 'Seals', 'Springs']"
20789,Drivetrain-Brakes-Rebuild,"['Bars', 'Bearings', 'Breathers', 'Caps and Plugs', 'Clamps and Clips', 'DT Valve Groups', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hose Assemblies', 'Hose adapters', 'Joystick Components', 'Kit - Drivetrain and Steering', 'Kit - Hydraulics', 'Kit - Maintenance', 'Manually Operated Valves', 'Needs Class', 'O-Rings', 'Pins', 'Plates and Strips', 'Retaining Pins', 'Rounds', 'Screen Filters', 'Seals', 'Shims', 'Spherical Balls', 'Springs', 'Thrust Washers', 'Valve Components', 'Washers and Spacers']"
20791,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Fasteners Nuts', 'Friction Discs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Valve Components']"
20802,Drivetrain-Brakes-Rebuild,"['Bolts and Screws', 'Caps and Plugs', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'O-Rings', 'Pins', 'Seals', 'Springs', 'Valve Components', 'Washers and Spacers']"
20805,Drivetrain-Brakes-Rebuild,"['Caps and Plugs', 'Duo Cone Group', 'Friction Discs', 'Gaskets', 'O-Rings', 'Pins', 'Seals', 'Springs']"
20806,Drivetrain-Brakes-Rebuild,"['Bars', 'Fasteners Nuts', 'Fasteners Studs', 'Gaskets', 'Hose adapters', 'Hubs', 'O-Rings', 'Pins', 'Plates and Strips', 'Seals', 'Valve Components']"
